	SV CODE	SV EXPERIMENT CODE	SV EXPERIMENT QA STATUS	SV EXPERIMENT SNR	SV EXPERIMENT WBW	SV IS A VALID EXPERIMENT?	SV IS A VALID VOXEL?
et2024 	svs000 	idf0000 	NA 	89.51 	5.12 	YES 	YES 	et2024 	svs000 	idf0000 	0 	89.51 	5.12 	0 	0
i0047 	svs000 	idf0001 	NA 	33.6 	3.97 	YES 	YES 	i0047 	svs000 	idf0001 	0 	33.6 	3.97 	0 	0
i0051 	svs000 	idf0000 	NA 	50.7 	3.89 	YES 	YES 	i0051 	svs000 	idf0000 	0 	50.7 	3.89 	0 	0
i0051 	svs000 	idf0001 	NA 	134 	4.88 	YES 	YES 	i0051 	svs000 	idf0001 	0 	134.0 	4.88 	0 	0
i0055 	svs000 	idf0003 	NA 			YES 	YES 	i0055 	svs000 	idf0003 	0 	0.0 	0.0 	0 	0
i0055 	svs000 	idf0004 	NA 			YES 	YES 	i0055 	svs000 	idf0004 	0 	0.0 	0.0 	0 	0
i0055 	svs001 	idf0001 	NA 			YES 	YES 	i0055 	svs001 	idf0001 	0 	0.0 	0.0 	0 	0
i0057 	svs000 	idf0000 	NA 	31.5 	6.49 	YES 	YES 	i0057 	svs000 	idf0000 	0 	31.5 	6.49 	0 	0
i0057 	svs000 	idf0001 	NA 	25.2 	7.48 	YES 	YES 	i0057 	svs000 	idf0001 	0 	25.2 	7.48 	0 	0
i0058 	svs000 	idf0000 	NA 	113 	5.11 	YES 	YES 	i0058 	svs000 	idf0000 	0 	113.0 	5.11 	0 	0
i0058 	svs000 	idf0001 	NA 	67.3 	4.96 	YES 	YES 	i0058 	svs000 	idf0001 	0 	67.3 	4.96 	0 	0
i0060 	svs000 	idf0002 	NA 			YES 	YES 	i0060 	svs000 	idf0002 	0 	0.0 	0.0 	0 	0
i0060 	svs000 	idf0003 	NA 			YES 	YES 	i0060 	svs000 	idf0003 	0 	0.0 	0.0 	0 	0
i0061 	svs000 	idf0000 	NA 	32.2 	5.57 	YES 	YES 	i0061 	svs000 	idf0000 	0 	32.2 	5.57 	0 	0
i0061 	svs000 	idf0001 	NA 	110 	4.43 	YES 	YES 	i0061 	svs000 	idf0001 	0 	110.0 	4.43 	0 	0
i0062 	svs000 	idf0000 	NA 	11.3 	4.73 	YES 	YES 	i0062 	svs000 	idf0000 	0 	11.3 	4.73 	0 	0
i0062 	svs000 	idf0001 	NA 	105 	5.04 	YES 	YES 	i0062 	svs000 	idf0001 	0 	105.0 	5.04 	0 	0
i0062 	svs001 	idf0000 	NA 	7.23 	2.44 	YES 	YES 	i0062 	svs001 	idf0000 	0 	7.23 	2.44 	0 	0
i0063 	svs000 	idf0000 	NA 	25.4 	6.26 	YES 	YES 	i0063 	svs000 	idf0000 	0 	25.4 	6.26 	0 	0
i0063 	svs000 	idf0001 	NA 	41.4 	6.26 	YES 	YES 	i0063 	svs000 	idf0001 	0 	41.4 	6.26 	0 	0
i0067 	svs000 	idf0000 	NA 	38.5 	6.26 	YES 	YES 	i0067 	svs000 	idf0000 	0 	38.5 	6.26 	0 	0
i0067 	svs000 	idf0001 	NA 	41.6 	8.24 	YES 	YES 	i0067 	svs000 	idf0001 	0 	41.6 	8.24 	0 	0
i0068 	svs000 	idf0002 	NA 			YES 	YES 	i0068 	svs000 	idf0002 	0 	0.0 	0.0 	0 	0
i0068 	svs000 	idf0003 	NA 			YES 	YES 	i0068 	svs000 	idf0003 	0 	0.0 	0.0 	0 	0
i0069 	svs000 	idf0002 	NA 			YES 	YES 	i0069 	svs000 	idf0002 	0 	0.0 	0.0 	0 	0
i0069 	svs000 	idf0003 	NA 			YES 	YES 	i0069 	svs000 	idf0003 	0 	0.0 	0.0 	0 	0
i0070 	svs000 	idf0000 	NA 	28.8 	1.6 	YES 	YES 	i0070 	svs000 	idf0000 	0 	28.8 	1.6 	0 	0
i0070 	svs000 	idf0001 	NA 	20.7 	2.75 	YES 	YES 	i0070 	svs000 	idf0001 	0 	20.7 	2.75 	0 	0
i0073 	svs000 	idf0000 	NA 	44.8 	2.59 	YES 	YES 	i0073 	svs000 	idf0000 	0 	44.8 	2.59 	0 	0
i0073 	svs000 	idf0001 	NA 	21.4 	2.67 	YES 	YES 	i0073 	svs000 	idf0001 	0 	21.4 	2.67 	0 	0
i0074 	svs000 	idf0000 	NA 	326 	5.49 	YES 	YES 	i0074 	svs000 	idf0000 	0 	326.0 	5.49 	0 	0
i0074 	svs000 	idf0001 	NA 	120 	4.12 	YES 	YES 	i0074 	svs000 	idf0001 	0 	120.0 	4.12 	0 	0
i0074 	svs001 	idf0000 	NA 	6.75 	2.06 	YES 	YES 	i0074 	svs001 	idf0000 	0 	6.75 	2.06 	0 	0
i0075 	svs000 	idf0000 	NA 	14.6 	4.27 	YES 	YES 	i0075 	svs000 	idf0000 	0 	14.6 	4.27 	0 	0
i0075 	svs000 	idf0001 	NA 	15.6 	5.34 	YES 	YES 	i0075 	svs000 	idf0001 	0 	15.6 	5.34 	0 	0
i0076 	svs000 	idf0000 	NA 	74.9 	3.2 	YES 	YES 	i0076 	svs000 	idf0000 	0 	74.9 	3.2 	0 	0
i0076 	svs000 	idf0001 	NA 	37.7 	3.28 	YES 	YES 	i0076 	svs000 	idf0001 	0 	37.7 	3.28 	0 	0
i0076 	svs001 	idf0000 	NA 	17.1 	6.18 	YES 	YES 	i0076 	svs001 	idf0000 	0 	17.1 	6.18 	0 	0
i0080 	svs000 	idf0000 	NA 	69.1 	5.34 	YES 	YES 	i0080 	svs000 	idf0000 	0 	69.1 	5.34 	0 	0
i0080 	svs000 	idf0001 	NA 	38.7 	5.72 	YES 	YES 	i0080 	svs000 	idf0001 	0 	38.7 	5.72 	0 	0
i0082 	svs000 	idf0000 	NA 	50.4 	3.51 	YES 	YES 	i0082 	svs000 	idf0000 	0 	50.4 	3.51 	0 	0
i0082 	svs000 	idf0001 	NA 	29.8 	3.89 	YES 	YES 	i0082 	svs000 	idf0001 	0 	29.8 	3.89 	0 	0
i0083 	svs000 	idf0000 	NA 	36.5 	3.97 	YES 	YES 	i0083 	svs000 	idf0000 	0 	36.5 	3.97 	0 	0
i0083 	svs000 	idf0001 	NA 	37.5 	4.58 	YES 	YES 	i0083 	svs000 	idf0001 	0 	37.5 	4.58 	0 	0
i0083 	svs001 	idf0000 	NA 	26.8 	2.44 	YES 	YES 	i0083 	svs001 	idf0000 	0 	26.8 	2.44 	0 	0
i0084 	svs000 	idf0000 	NA 	81.2 	4.43 	YES 	YES 	i0084 	svs000 	idf0000 	0 	81.2 	4.43 	0 	0
i0084 	svs000 	idf0001 	NA 	151 	5.26 	YES 	YES 	i0084 	svs000 	idf0001 	0 	151.0 	5.26 	0 	0
i0086 	svs000 	idf0000 	NA 	39.5 	3.97 	YES 	YES 	i0086 	svs000 	idf0000 	0 	39.5 	3.97 	0 	0
i0086 	svs000 	idf0001 	NA 	22.1 	4.58 	YES 	YES 	i0086 	svs000 	idf0001 	0 	22.1 	4.58 	0 	0
i0087 	svs000 	idf0000 	NA 	29.1 	3.05 	YES 	YES 	i0087 	svs000 	idf0000 	0 	29.1 	3.05 	0 	0
i0087 	svs000 	idf0001 	NA 	83.4 	4.35 	YES 	YES 	i0087 	svs000 	idf0001 	0 	83.4 	4.35 	0 	0
i0088 	svs000 	idf0000 	NA 	16.1 	4.35 	YES 	YES 	i0088 	svs000 	idf0000 	0 	16.1 	4.35 	0 	0
i0088 	svs000 	idf0001 	NA 	23.8 	4.2 	YES 	YES 	i0088 	svs000 	idf0001 	0 	23.8 	4.2 	0 	0
i0096 	svs000 	idf0000 	NA 	25 	4.81 	YES 	YES 	i0096 	svs000 	idf0000 	0 	25.0 	4.81 	0 	0
i0096 	svs000 	idf0001 	NA 	55.9 	6.41 	YES 	YES 	i0096 	svs000 	idf0001 	0 	55.9 	6.41 	0 	0
i0096 	svs000 	idf0002 	NA 	6.48 		YES 	YES 	i0096 	svs000 	idf0002 	0 	6.48 	0.0 	0 	0
i0097 	svs000 	idf0002 	NA 			YES 	YES 	i0097 	svs000 	idf0002 	0 	0.0 	0.0 	0 	0
i0097 	svs000 	idf0003 	NA 			YES 	YES 	i0097 	svs000 	idf0003 	0 	0.0 	0.0 	0 	0
i0097 	svs001 	idf0001 	NA 			YES 	YES 	i0097 	svs001 	idf0001 	0 	0.0 	0.0 	0 	0
i0098 	svs000 	idf0000 	NA 	53.5 	3.74 	YES 	YES 	i0098 	svs000 	idf0000 	0 	53.5 	3.74 	0 	0
i0098 	svs000 	idf0001 	NA 	32.8 	3.74 	YES 	YES 	i0098 	svs000 	idf0001 	0 	32.8 	3.74 	0 	0
i0100 	svs000 	idf0000 	NA 	13.3 	3.59 	YES 	YES 	i0100 	svs000 	idf0000 	0 	13.3 	3.59 	0 	0
i0100 	svs000 	idf0001 	NA 	60.2 	3.97 	YES 	YES 	i0100 	svs000 	idf0001 	0 	60.2 	3.97 	0 	0
i0100 	svs000 	idf0002 	NA 	5.92 	2.75 	YES 	YES 	i0100 	svs000 	idf0002 	0 	5.92 	2.75 	0 	0
i0101 	svs000 	idf0005 	NA 	38.8 	6.94 	YES 	YES 	i0101 	svs000 	idf0005 	0 	38.8 	6.94 	0 	0
i0101 	svs000 	idf0006 	NA 	78.9 	6.87 	YES 	YES 	i0101 	svs000 	idf0006 	0 	78.9 	6.87 	0 	0
i0101 	svs001 	idf0001 	NA 	26.9 	4.5 	YES 	YES 	i0101 	svs001 	idf0001 	0 	26.9 	4.5 	0 	0
i0104 	svs000 	idf0000 	NA 	46.8 	3.43 	YES 	YES 	i0104 	svs000 	idf0000 	0 	46.8 	3.43 	0 	0
i0104 	svs000 	idf0001 	NA 	108 	3.13 	YES 	YES 	i0104 	svs000 	idf0001 	0 	108.0 	3.13 	0 	0
i0105 	svs000 	idf0000 	NA 	20.1 	3.74 	YES 	YES 	i0105 	svs000 	idf0000 	0 	20.1 	3.74 	0 	0
i0105 	svs000 	idf0001 	NA 	20.9 	4.5 	YES 	YES 	i0105 	svs000 	idf0001 	0 	20.9 	4.5 	0 	0
i0107 	svs000 	idf0000 	NA 	33 	6.18 	YES 	YES 	i0107 	svs000 	idf0000 	0 	33.0 	6.18 	0 	0
i0107 	svs000 	idf0001 	NA 	106 	7.25 	YES 	YES 	i0107 	svs000 	idf0001 	0 	106.0 	7.25 	0 	0
i0111 	svs000 	idf0000 	NA 	47.6 	7.55 	YES 	YES 	i0111 	svs000 	idf0000 	0 	47.6 	7.55 	0 	0
i0111 	svs000 	idf0001 	NA 	167 	7.25 	YES 	YES 	i0111 	svs000 	idf0001 	0 	167.0 	7.25 	0 	0
i0114 	svs000 	idf0000 	NA 	21.5 	3.43 	YES 	YES 	i0114 	svs000 	idf0000 	0 	21.5 	3.43 	0 	0
i0114 	svs000 	idf0001 	NA 	29.5 	5.34 	YES 	YES 	i0114 	svs000 	idf0001 	0 	29.5 	5.34 	0 	0
i0115 	svs000 	idf0000 	NA 	45.8 	4.35 	YES 	YES 	i0115 	svs000 	idf0000 	0 	45.8 	4.35 	0 	0
i0121 	svs000 	idf0000 	NA 	95.3 	6.03 	YES 	YES 	i0121 	svs000 	idf0000 	0 	95.3 	6.03 	0 	0
i0121 	svs000 	idf0001 	NA 	165 	6.49 	YES 	YES 	i0121 	svs000 	idf0001 	0 	165.0 	6.49 	0 	0
i0134 	svs000 	idf0000 	NA 	82.4 	3.91 	YES 	YES 	i0134 	svs000 	idf0000 	0 	82.4 	3.91 	0 	0
i0134 	svs000 	idf0001 	NA 	79.2 	3.36 	YES 	YES 	i0134 	svs000 	idf0001 	0 	79.2 	3.36 	0 	0
i0135 	svs000 	idf0000 	NA 	171 	6.2 	YES 	YES 	i0135 	svs000 	idf0000 	0 	171.0 	6.2 	0 	0
i0135 	svs000 	idf0001 	NA 	45.4 	6.84 	YES 	YES 	i0135 	svs000 	idf0001 	0 	45.4 	6.84 	0 	0
i0138 	svs000 	idf0000 	NA 	150 	3.66 	YES 	YES 	i0138 	svs000 	idf0000 	0 	150.0 	3.66 	0 	0
i0138 	svs000 	idf0001 	NA 	186 	3.75 	YES 	YES 	i0138 	svs000 	idf0001 	0 	186.0 	3.75 	0 	0
i0139 	svs000 	idf0000 	NA 	144 	4.76 	YES 	YES 	i0139 	svs000 	idf0000 	0 	144.0 	4.76 	0 	0
i0139 	svs000 	idf0001 	NA 	52.5 	3.97 	YES 	YES 	i0139 	svs000 	idf0001 	0 	52.5 	3.97 	0 	0
i0143 	svs000 	idf0000 	NA 	110 	3.36 	YES 	YES 	i0143 	svs000 	idf0000 	0 	110.0 	3.36 	0 	0
i0143 	svs000 	idf0001 	NA 	24.4 	2.96 	YES 	YES 	i0143 	svs000 	idf0001 	0 	24.4 	2.96 	0 	0
i0145 	svs000 	idf0000 	NA 	161 	4.82 	YES 	YES 	i0145 	svs000 	idf0000 	0 	161.0 	4.82 	0 	0
i0145 	svs000 	idf0001 	NA 	27.7 		YES 	YES 	i0145 	svs000 	idf0001 	0 	27.7 	0.0 	0 	0
i0148 	svs000 	idf0000 	NA 	158 	4.09 	YES 	YES 	i0148 	svs000 	idf0000 	0 	158.0 	4.09 	0 	0
i0148 	svs000 	idf0001 	NA 	19.9 	3.88 	YES 	YES 	i0148 	svs000 	idf0001 	0 	19.9 	3.88 	0 	0
i0149 	svs000 	idf0000 	NA 	60.4 	3.97 	YES 	YES 	i0149 	svs000 	idf0000 	0 	60.4 	3.97 	0 	0
i0149 	svs000 	idf0001 	NA 	65.3 	3.91 	YES 	YES 	i0149 	svs000 	idf0001 	0 	65.3 	3.91 	0 	0
i0150 	svs000 	idf0000 	NA 	62.9 	3.05 	YES 	YES 	i0150 	svs000 	idf0000 	0 	62.9 	3.05 	0 	0
i0150 	svs000 	idf0001 	NA 	62 	3.36 	YES 	YES 	i0150 	svs000 	idf0001 	0 	62.0 	3.36 	0 	0
i0151 	svs000 	idf0000 	NA 	356 	2.66 	YES 	YES 	i0151 	svs000 	idf0000 	0 	356.0 	2.66 	0 	0
i0151 	svs000 	idf0001 	NA 	74.7 	2.75 	YES 	YES 	i0151 	svs000 	idf0001 	0 	74.7 	2.75 	0 	0
i0153 	svs000 	idf0000 	NA 	151 	4.88 	YES 	YES 	i0153 	svs000 	idf0000 	0 	151.0 	4.88 	0 	0
i0153 	svs000 	idf0001 	NA 	37.6 	4.7 	YES 	YES 	i0153 	svs000 	idf0001 	0 	37.6 	4.7 	0 	0
i0154 	svs000 	idf0000 	NA 	78.1 	4.36 	YES 	YES 	i0154 	svs000 	idf0000 	0 	78.1 	4.36 	0 	0
i0154 	svs000 	idf0001 	NA 	20.6 	3.81 	YES 	YES 	i0154 	svs000 	idf0001 	0 	20.6 	3.81 	0 	0
i0155 	svs000 	idf0000 	NA 	77.5 	3.45 	YES 	YES 	i0155 	svs000 	idf0000 	0 	77.5 	3.45 	0 	0
i0155 	svs000 	idf0001 	NA 	107 	3.39 	YES 	YES 	i0155 	svs000 	idf0001 	0 	107.0 	3.39 	0 	0
i0157 	svs000 	idf0000 	NA 	90.7 	6.26 	YES 	YES 	i0157 	svs000 	idf0000 	0 	90.7 	6.26 	0 	0
i0157 	svs000 	idf0001 	NA 	63.5 	5.31 	YES 	YES 	i0157 	svs000 	idf0001 	0 	63.5 	5.31 	0 	0
i0158 	svs000 	idf0000 	NA 	94.1 	4.43 	YES 	YES 	i0158 	svs000 	idf0000 	0 	94.1 	4.43 	0 	0
i0158 	svs000 	idf0001 	NA 	95.9 	4.3 	YES 	YES 	i0158 	svs000 	idf0001 	0 	95.9 	4.3 	0 	0
i0160 	svs000 	idf0000 	NA 	32.2 	5.25 	YES 	YES 	i0160 	svs000 	idf0000 	0 	32.2 	5.25 	0 	0
i0160 	svs000 	idf0001 	NA 	61.5 	5.1 	YES 	YES 	i0160 	svs000 	idf0001 	0 	61.5 	5.1 	0 	0
i0162 	svs000 	idf0000 	NA 	48.7 	1.77 	YES 	YES 	i0162 	svs000 	idf0000 	0 	48.7 	1.77 	0 	0
i0162 	svs000 	idf0001 	NA 	58.5 	4.91 	YES 	YES 	i0162 	svs000 	idf0001 	0 	58.5 	4.91 	0 	0
i0163 	svs000 	idf0000 	NA 	51.5 	4.73 	YES 	YES 	i0163 	svs000 	idf0000 	0 	51.5 	4.73 	0 	0
i0163 	svs000 	idf0001 	NA 	58.1 	5.04 	YES 	YES 	i0163 	svs000 	idf0001 	0 	58.1 	5.04 	0 	0
i0166 	svs000 	idf0000 	NA 	77 	5.55 	YES 	YES 	i0166 	svs000 	idf0000 	0 	77.0 	5.55 	0 	0
i0166 	svs000 	idf0001 	NA 	75.1 	5.52 	YES 	YES 	i0166 	svs000 	idf0001 	0 	75.1 	5.52 	0 	0
i0167 	svs000 	idf0000 	NA 	28 	4.36 	YES 	YES 	i0167 	svs000 	idf0000 	0 	28.0 	4.36 	0 	0
i0167 	svs000 	idf0001 	NA 	127 	4.91 	YES 	YES 	i0167 	svs000 	idf0001 	0 	127.0 	4.91 	0 	0
i0168 	svs000 	idf0000 	NA 	29.7 	3.85 	YES 	YES 	i0168 	svs000 	idf0000 	0 	29.7 	3.85 	0 	0
i0168 	svs000 	idf0001 	NA 	234 	4.12 	YES 	YES 	i0168 	svs000 	idf0001 	0 	234.0 	4.12 	0 	0
i0169 	svs000 	idf0000 	NA 	77.7 	3.3 	YES 	YES 	i0169 	svs000 	idf0000 	0 	77.7 	3.3 	0 	0
i0169 	svs000 	idf0001 	NA 	74.3 	3.39 	YES 	YES 	i0169 	svs000 	idf0001 	0 	74.3 	3.39 	0 	0
i0170 	svs000 	idf0000 	NA 	81.3 	5.04 	YES 	YES 	i0170 	svs000 	idf0000 	0 	81.3 	5.04 	0 	0
i0170 	svs000 	idf0001 	NA 	44.9 	5.22 	YES 	YES 	i0170 	svs000 	idf0001 	0 	44.9 	5.22 	0 	0
i0171 	svs000 	idf0000 	NA 	53.3 	6.5 	YES 	YES 	i0171 	svs000 	idf0000 	0 	53.3 	6.5 	0 	0
i0171 	svs000 	idf0001 	NA 	62.6 	6.96 	YES 	YES 	i0171 	svs000 	idf0001 	0 	62.6 	6.96 	0 	0
i0172 	svs000 	idf0000 	NA 	9.41 	3.6 	YES 	YES 	i0172 	svs000 	idf0000 	0 	9.41 	3.6 	0 	0
i0172 	svs000 	idf0001 	NA 	30.7 	4.85 	YES 	YES 	i0172 	svs000 	idf0001 	0 	30.7 	4.85 	0 	0
i0173 	svs000 	idf0000 	NA 	32.9 	5.25 	YES 	YES 	i0173 	svs000 	idf0000 	0 	32.9 	5.25 	0 	0
i0173 	svs000 	idf0001 	NA 	164 	5.37 	YES 	YES 	i0173 	svs000 	idf0001 	0 	164.0 	5.37 	0 	0
i0174 	svs000 	idf0000 	NA 	47.6 	5 	YES 	YES 	i0174 	svs000 	idf0000 	0 	47.6 	5.0 	0 	0
i0174 	svs000 	idf0001 	NA 	51.3 	5.28 	YES 	YES 	i0174 	svs000 	idf0001 	0 	51.3 	5.28 	0 	0
i0175 	svs000 	idf0000 	NA 	31.3 	4.18 	YES 	YES 	i0175 	svs000 	idf0000 	0 	31.3 	4.18 	0 	0
i0175 	svs000 	idf0001 	NA 	196 	2.81 	YES 	YES 	i0175 	svs000 	idf0001 	0 	196.0 	2.81 	0 	0
i0176 	svs000 	idf0000 	NA 	35.8 	4.27 	YES 	YES 	i0176 	svs000 	idf0000 	0 	35.8 	4.27 	0 	0
i0176 	svs000 	idf0001 	NA 	66.2 	4.82 	YES 	YES 	i0176 	svs000 	idf0001 	0 	66.2 	4.82 	0 	0
i0177 	svs000 	idf0000 	NA 	23.5 	2.59 	YES 	YES 	i0177 	svs000 	idf0000 	0 	23.5 	2.59 	0 	0
i0177 	svs000 	idf0001 	NA 	29.2 	2.69 	YES 	YES 	i0177 	svs000 	idf0001 	0 	29.2 	2.69 	0 	0
i0179 	svs000 	idf0003 	NA 	2.78 	984 	YES 	YES 	i0179 	svs000 	idf0003 	0 	2.78 	984.0 	0 	0
i0179 	svs000 	idf0005 	NA 	58.8 	3.66 	YES 	YES 	i0179 	svs000 	idf0005 	0 	58.8 	3.66 	0 	0
i0180 	svs000 	idf0000 	NA 	21.8 	4.85 	YES 	YES 	i0180 	svs000 	idf0000 	0 	21.8 	4.85 	0 	0
i0180 	svs000 	idf0001 	NA 	49.8 	4.88 	YES 	YES 	i0180 	svs000 	idf0001 	0 	49.8 	4.88 	0 	0
i0183 	svs000 	idf0000 	NA 	44.7 	5.83 	YES 	YES 	i0183 	svs000 	idf0000 	0 	44.7 	5.83 	0 	0
i0183 	svs000 	idf0001 	NA 	42.1 	5.71 	YES 	YES 	i0183 	svs000 	idf0001 	0 	42.1 	5.71 	0 	0
i0183 	svs001 	idf0000 	NA 	29.2 	8.24 	YES 	YES 	i0183 	svs001 	idf0000 	0 	29.2 	8.24 	0 	0
i0183 	svs001 	idf0001 	NA 	45.6 	7.93 	YES 	YES 	i0183 	svs001 	idf0001 	0 	45.6 	7.93 	0 	0
i0184 	svs000 	idf0000 	NA 	58.4 	4 	YES 	YES 	i0184 	svs000 	idf0000 	0 	58.4 	4.0 	0 	0
i0184 	svs000 	idf0001 	NA 	247 	4.18 	YES 	YES 	i0184 	svs000 	idf0001 	0 	247.0 	4.18 	0 	0
i0185 	svs000 	idf0000 	NA 	137 	4.46 	YES 	YES 	i0185 	svs000 	idf0000 	0 	137.0 	4.46 	0 	0
i0185 	svs000 	idf0001 	NA 	75.2 	4.55 	YES 	YES 	i0185 	svs000 	idf0001 	0 	75.2 	4.55 	0 	0
i0186 	svs000 	idf0000 	NA 	134 	3.08 	YES 	YES 	i0186 	svs000 	idf0000 	0 	134.0 	3.08 	0 	0
i0189 	svs000 	idf0000 	NA 	28.9 	3.66 	YES 	YES 	i0189 	svs000 	idf0000 	0 	28.9 	3.66 	0 	0
i0189 	svs000 	idf0001 	NA 	33.4 	3.6 	YES 	YES 	i0189 	svs000 	idf0001 	0 	33.4 	3.6 	0 	0
i0190 	svs000 	idf0000 	NA 	36.8 	6.96 	YES 	YES 	i0190 	svs000 	idf0000 	0 	36.8 	6.96 	0 	0
i0190 	svs000 	idf0001 	NA 	68.2 	6.62 	YES 	YES 	i0190 	svs000 	idf0001 	0 	68.2 	6.62 	0 	0
i0192 	svs000 	idf0002 	NA 	27.5 	6.44 	YES 	YES 	i0192 	svs000 	idf0002 	0 	27.5 	6.44 	0 	0
i0192 	svs000 	idf0003 	NA 	8.36 	6.01 	YES 	YES 	i0192 	svs000 	idf0003 	0 	8.36 	6.01 	0 	0
i0194 	svs000 	idf0000 	NA 	43.9 	4.18 	YES 	YES 	i0194 	svs000 	idf0000 	0 	43.9 	4.18 	0 	0
i0194 	svs000 	idf0001 	NA 	47 	4.39 	YES 	YES 	i0194 	svs000 	idf0001 	0 	47.0 	4.39 	0 	0
i0195 	svs000 	idf0000 	NA 	13.2 	4.15 	YES 	YES 	i0195 	svs000 	idf0000 	0 	13.2 	4.15 	0 	0
i0195 	svs000 	idf0001 	NA 	86.4 	4.3 	YES 	YES 	i0195 	svs000 	idf0001 	0 	86.4 	4.3 	0 	0
i0197 	svs000 	idf0000 	NA 	41.9 	5.28 	YES 	YES 	i0197 	svs000 	idf0000 	0 	41.9 	5.28 	0 	0
i0197 	svs000 	idf0001 	NA 	44.5 	6.04 	YES 	YES 	i0197 	svs000 	idf0001 	0 	44.5 	6.04 	0 	0
i0197 	svs000 	idf0002 	NA 	19.8 		YES 	YES 	i0197 	svs000 	idf0002 	0 	19.8 	0.0 	0 	0
i0198 	svs000 	idf0000 	NA 	354 	3.78 	YES 	YES 	i0198 	svs000 	idf0000 	0 	354.0 	3.78 	0 	0
i0198 	svs000 	idf0001 	NA 	186 	4.49 	YES 	YES 	i0198 	svs000 	idf0001 	0 	186.0 	4.49 	0 	0
i0199 	svs000 	idf0000 	NA 	97.2 	4.58 	YES 	YES 	i0199 	svs000 	idf0000 	0 	97.2 	4.58 	0 	0
i0199 	svs000 	idf0001 	NA 	31.7 	4.12 	YES 	YES 	i0199 	svs000 	idf0001 	0 	31.7 	4.12 	0 	0
i0200 	svs000 	idf0000 	NA 	43.3 	6.07 	YES 	YES 	i0200 	svs000 	idf0000 	0 	43.3 	6.07 	0 	0
i0200 	svs000 	idf0001 	NA 	48.5 	5.71 	YES 	YES 	i0200 	svs000 	idf0001 	0 	48.5 	5.71 	0 	0
i0202 	svs000 	idf0000 	NA 	84.8 		YES 	YES 	i0202 	svs000 	idf0000 	0 	84.8 	0.0 	0 	0
i0202 	svs000 	idf0001 	NA 	258 	9 	YES 	YES 	i0202 	svs000 	idf0001 	0 	258.0 	9.0 	0 	0
i0204 	svs000 	idf0000 	NA 	69.7 	6.1 	YES 	YES 	i0204 	svs000 	idf0000 	0 	69.7 	6.1 	0 	0
i0204 	svs000 	idf0001 	NA 	88.1 	5.4 	YES 	YES 	i0204 	svs000 	idf0001 	0 	88.1 	5.4 	0 	0
i0205 	svs000 	idf0000 	NA 	59.2 	5.49 	YES 	YES 	i0205 	svs000 	idf0000 	0 	59.2 	5.49 	0 	0
i0205 	svs000 	idf0001 	NA 	51.5 	5.19 	YES 	YES 	i0205 	svs000 	idf0001 	0 	51.5 	5.19 	0 	0
i0206 	svs000 	idf0000 	NA 	149 	4.55 	YES 	YES 	i0206 	svs000 	idf0000 	0 	149.0 	4.55 	0 	0
i0206 	svs000 	idf0001 	NA 	106 	4.79 	YES 	YES 	i0206 	svs000 	idf0001 	0 	106.0 	4.79 	0 	0
i0207 	svs000 	idf0000 	NA 	71.9 	3.97 	YES 	YES 	i0207 	svs000 	idf0000 	0 	71.9 	3.97 	0 	0
i0207 	svs000 	idf0001 	NA 	68.5 	4.09 	YES 	YES 	i0207 	svs000 	idf0001 	0 	68.5 	4.09 	0 	0
i0208 	svs000 	idf0000 	NA 	260 	2.35 	YES 	YES 	i0208 	svs000 	idf0000 	0 	260.0 	2.35 	0 	0
i0208 	svs000 	idf0001 	NA 	193 	2.96 	YES 	YES 	i0208 	svs000 	idf0001 	0 	193.0 	2.96 	0 	0
i0209 	svs000 	idf0000 	NA 	23.2 	5.25 	YES 	YES 	i0209 	svs000 	idf0000 	0 	23.2 	5.25 	0 	0
i0209 	svs000 	idf0001 	NA 	151 	5.71 	YES 	YES 	i0209 	svs000 	idf0001 	0 	151.0 	5.71 	0 	0
i0211 	svs000 	idf0000 	NA 	105 	4.39 	YES 	YES 	i0211 	svs000 	idf0000 	0 	105.0 	4.39 	0 	0
i0211 	svs000 	idf0001 	NA 	309 	5.19 	YES 	YES 	i0211 	svs000 	idf0001 	0 	309.0 	5.19 	0 	0
i0212 	svs000 	idf0000 	NA 	126 	5.07 	YES 	YES 	i0212 	svs000 	idf0000 	0 	126.0 	5.07 	0 	0
i0212 	svs000 	idf0001 	NA 	85 	4.88 	YES 	YES 	i0212 	svs000 	idf0001 	0 	85.0 	4.88 	0 	0
i0213 	svs000 	idf0000 	NA 	36.7 	4.46 	YES 	YES 	i0213 	svs000 	idf0000 	0 	36.7 	4.46 	0 	0
i0213 	svs000 	idf0001 	NA 	69.5 	4.43 	YES 	YES 	i0213 	svs000 	idf0001 	0 	69.5 	4.43 	0 	0
i0214 	svs000 	idf0000 	NA 	52.2 	7.23 	YES 	YES 	i0214 	svs000 	idf0000 	0 	52.2 	7.23 	0 	0
i0214 	svs000 	idf0001 	NA 	30.8 	5.46 	YES 	YES 	i0214 	svs000 	idf0001 	0 	30.8 	5.46 	0 	0
i0216 	svs000 	idf0000 	NA 	72.2 	2.29 	YES 	YES 	i0216 	svs000 	idf0000 	0 	72.2 	2.29 	0 	0
i0216 	svs000 	idf0001 	NA 	94.2 	2.26 	YES 	YES 	i0216 	svs000 	idf0001 	0 	94.2 	2.26 	0 	0
